HoldingID,CustomerID,ProductCategory,Balance_k,Status
201,100080,存款,687,持有
202,100080,信用卡,8,持有
203,100080,放款,1576,持有
204,100080,財富管理,1355,持有
205,100080,保險,25,持有
206,100081,存款,567,持有
207,100081,信用卡,48,持有
208,100081,財富管理,1115,持有
209,100082,存款,15,持有
210,100082,信用卡,7,持有
211,100083,存款,1139,持有
212,100083,信用卡,33,持有
213,100083,財富管理,2258,持有
214,100084,存款,26,持有
215,100084,信用卡,7,持有
216,100085,存款,15,持有
217,100085,信用卡,19,持有
218,100086,存款,18,持有
219,100087,存款,446,持有
220,100087,信用卡,49,持有
221,100087,財富管理,873,持有
222,100087,保險,6,持有
223,100088,存款,13,持有
224,100088,信用卡,4,持有
225,100088,保險,19,持有
226,100089,存款,13,持有
227,100089,信用卡,7,持有
228,100089,保險,34,持有
229,100090,存款,26,持有
230,100090,信用卡,25,持有
231,100091,存款,22,持有
232,100091,信用卡,8,持有
233,100092,存款,791,持有
234,100092,財富管理,1563,持有
235,100093,存款,24,持有
236,100093,放款,2152,持有
237,100094,存款,14,持有
238,100094,信用卡,10,持有
239,100094,保險,39,持有
240,100095,存款,22,持有
241,100095,信用卡,14,持有
242,100095,保險,7,持有
243,100096,存款,754,持有
244,100096,信用卡,22,持有
245,100096,財富管理,1489,持有
246,100097,存款,95,持有
247,100097,放款,2754,持有
248,100097,財富管理,170,持有
249,100098,存款,12,持有
250,100098,放款,958,持有
251,100099,存款,13,持有
252,100099,信用卡,9,持有
253,100100,存款,8383,持有
254,100100,財富管理,16747,持有
255,100101,存款,8129,持有
256,100101,信用卡,31,持有
257,100101,財富管理,16238,持有
258,100101,保險,20,持有
259,100102,存款,171,持有
260,100102,信用卡,34,持有
261,100102,財富管理,322,持有
262,100103,存款,39,持有
263,100103,信用卡,10,持有
264,100103,財富管理,59,持有
265,100104,存款,5768,持有
266,100104,信用卡,55,持有
267,100104,財富管理,11516,持有
268,100105,存款,520,持有
269,100105,信用卡,15,持有
270,100105,財富管理,1020,持有
271,100105,保險,42,持有
272,100106,存款,24,持有
273,100106,信用卡,10,持有
274,100106,保險,33,持有
275,100107,存款,13,持有
276,100108,存款,13,持有
277,100108,信用卡,6,持有
278,100109,存款,27,持有
279,100109,信用卡,8,持有
280,100109,放款,421,持有
281,100110,存款,2248,持有
282,100110,信用卡,40,持有
283,100110,放款,3082,持有
284,100110,財富管理,4476,持有
285,100110,保險,44,持有
286,100111,存款,12,持有
287,100112,存款,14,持有
288,100113,存款,32,持有
289,100114,存款,163,持有
290,100114,信用卡,10,持有
291,100114,財富管理,307,持有
292,100114,保險,44,持有
293,100115,存款,13,持有
294,100115,信用卡,11,持有
295,100116,存款,25,持有
296,100116,信用卡,17,持有
297,100116,保險,42,持有
298,100117,存款,33,持有
299,100117,信用卡,21,持有
300,100117,保險,16,持有
301,100118,存款,1280,持有
302,100118,信用卡,67,持有
303,100118,財富管理,2541,持有
304,100118,保險,36,持有
305,100119,存款,16,持有
306,100119,信用卡,68,持有
307,100119,保險,5,持有
308,100120,存款,95,持有
309,100120,信用卡,34,持有
310,100120,保險,39,持有
311,100121,存款,18,持有
312,100121,放款,752,持有
313,100122,存款,90,持有
314,100122,信用卡,12,持有
315,100122,財富管理,160,持有
316,100123,存款,20,持有
317,100123,放款,4316,持有
318,100123,保險,16,持有
319,100124,存款,16,持有
320,100125,存款,14,持有
321,100126,存款,176,持有
322,100126,放款,1812,持有
323,100126,財富管理,332,持有
324,100127,存款,16,持有
325,100127,信用卡,17,持有
326,100128,存款,17,持有
327,100128,信用卡,9,持有
328,100128,放款,4213,持有
329,100129,存款,14,持有
330,100130,存款,14,持有
331,100130,信用卡,10,持有
332,100130,放款,702,持有
333,100131,存款,25,持有
334,100131,信用卡,7,持有
335,100132,存款,1993,持有
336,100132,財富管理,3966,持有
337,100132,保險,25,持有
338,100133,存款,18,持有
339,100134,存款,14,持有
340,100134,信用卡,12,持有
341,100135,存款,24,持有
342,100136,存款,17,持有
343,100137,存款,1334,持有
344,100137,財富管理,2648,持有
345,100138,存款,27,持有
346,100139,存款,29,持有
347,100139,信用卡,22,持有
348,100140,存款,149,持有
349,100140,財富管理,278,持有
350,100141,存款,13,持有
351,100142,存款,83,持有
352,100142,信用卡,11,持有
353,100142,放款,206,持有
354,100142,財富管理,146,持有
355,100143,存款,172,持有
356,100143,信用卡,31,持有
357,100143,保險,44,持有
358,100144,存款,16,持有
359,100144,信用卡,11,持有
360,100144,放款,1039,持有
361,100145,存款,17,持有
362,100146,存款,16,持有
363,100146,保險,20,持有
364,100147,存款,16,持有
365,100147,信用卡,6,持有
366,100147,保險,43,持有
367,100148,存款,14,持有
368,100148,信用卡,17,持有
369,100148,放款,823,持有
370,100149,存款,15,持有
371,100149,信用卡,8,持有
372,100149,保險,41,持有
373,100150,存款,15,持有
374,100150,信用卡,4,持有
375,100150,保險,41,持有
376,100151,存款,30,持有
377,100151,信用卡,124,持有
378,100151,保險,26,持有
379,100152,存款,2718,持有
380,100152,信用卡,37,持有
381,100152,放款,4454,持有
382,100152,財富管理,5416,持有
383,100152,保險,8,持有
384,100153,存款,19,持有
385,100153,信用卡,10,持有
386,100153,保險,36,持有
387,100154,存款,28,持有
388,100155,存款,21,持有
389,100155,信用卡,70,持有
390,100156,存款,22,持有
391,100156,信用卡,29,持有
392,100157,存款,80,持有
393,100157,信用卡,77,持有
394,100157,財富管理,141,持有
395,100158,存款,67,持有
396,100158,信用卡,23,持有
397,100158,放款,3167,持有
398,100158,保險,9,持有
399,100159,存款,55,持有
400,100159,信用卡,48,持有
401,100160,存款,73,持有
402,100161,存款,16,持有
403,100161,信用卡,7,持有
404,100162,存款,1429,持有
405,100162,放款,1161,持有
406,100162,財富管理,2839,持有
407,100162,保險,39,持有
408,100163,存款,18,持有
409,100163,信用卡,33,持有
410,100164,存款,13,持有
411,100164,信用卡,9,持有
412,100165,存款,16,持有
413,100166,存款,40,持有
414,100166,信用卡,17,持有
415,100167,存款,30,持有
416,100167,信用卡,19,持有
417,100167,保險,6,持有
418,100168,存款,550,持有
419,100168,信用卡,40,持有
420,100168,財富管理,1080,持有
421,100169,存款,16,持有
422,100169,保險,25,持有
423,100170,存款,6900,持有
424,100170,信用卡,82,持有
425,100170,財富管理,13781,持有
426,100170,保險,11,持有
427,100171,存款,13,持有
428,100171,信用卡,11,持有
429,100172,存款,20,持有
430,100173,存款,15,持有
431,100174,存款,1012,持有
432,100174,信用卡,43,持有
433,100174,放款,5744,持有
434,100174,財富管理,2005,持有
435,100174,保險,31,持有
436,100175,存款,45,持有
437,100175,信用卡,1,持有
438,100175,財富管理,71,持有
439,100176,存款,34,持有
440,100177,存款,21,持有
441,100178,存款,1486,持有
442,100178,信用卡,88,持有
443,100178,財富管理,2953,持有
444,100178,保險,33,持有
445,100179,存款,594,持有
446,100179,信用卡,34,持有
447,100179,放款,12298,持有
448,100179,財富管理,1168,持有
449,100179,保險,30,持有
450,100180,存款,25,持有
451,100181,存款,2809,持有
452,100181,信用卡,60,持有
453,100181,財富管理,5599,持有
454,100181,保險,38,持有
455,100182,存款,83,持有
456,100182,信用卡,36,持有
457,100182,保險,31,持有
458,100183,存款,14,持有
459,100183,信用卡,12,持有
460,100184,存款,16,持有
461,100184,放款,3251,持有
462,100185,存款,87,持有
463,100185,信用卡,29,持有
464,100186,存款,937,持有
465,100186,信用卡,100,持有
466,100186,財富管理,1854,持有
467,100187,存款,12,持有
468,100187,信用卡,25,持有
469,100188,存款,14,持有
470,100188,信用卡,14,持有
471,100188,放款,2681,持有
472,100189,存款,498,持有
473,100189,信用卡,30,持有
474,100189,財富管理,976,持有
475,100190,存款,17,持有
476,100191,存款,5799,持有
477,100191,信用卡,28,持有
478,100191,財富管理,11579,持有
479,100191,保險,41,持有
480,100192,存款,16,持有
481,100192,信用卡,24,持有
482,100192,保險,8,持有
483,100193,存款,20,持有
484,100193,信用卡,41,持有
485,100194,存款,15,持有
486,100194,信用卡,21,持有
487,100195,存款,15,持有
488,100196,存款,21,持有
489,100196,保險,11,持有
490,100197,存款,38,持有
491,100198,存款,554,持有
492,100198,信用卡,21,持有
493,100198,財富管理,1088,持有
494,100198,保險,34,持有
495,100199,存款,114,持有
496,100199,財富管理,208,持有
497,100200,存款,12,持有
498,100200,信用卡,18,持有
499,100201,存款,32,持有
500,100201,信用卡,61,持有
501,100202,存款,12369,持有
502,100202,信用卡,14,持有
503,100202,財富管理,24719,持有
504,100202,保險,6,持有
505,100203,存款,23,持有
506,100203,信用卡,41,持有
507,100204,存款,16,持有
508,100204,信用卡,31,持有
509,100205,存款,15,持有
510,100205,信用卡,19,持有
511,100205,保險,5,持有
512,100206,存款,62,持有
513,100207,存款,16,持有
514,100207,信用卡,28,持有
515,100208,存款,26,持有
516,100208,放款,13935,持有
517,100209,存款,14,持有
518,100209,信用卡,11,持有
519,100209,保險,38,持有
520,100210,存款,13,持有
521,100210,信用卡,37,持有
522,100211,存款,816,持有
523,100211,信用卡,49,持有
524,100211,財富管理,1612,持有
525,100211,保險,36,持有
526,100212,存款,215,持有
527,100212,財富管理,411,持有
528,100213,存款,20,持有
529,100214,存款,60,持有
530,100214,信用卡,24,持有
531,100214,放款,3190,持有
532,100215,存款,26,持有
533,100215,保險,32,持有
534,100216,存款,32,持有
535,100216,信用卡,17,持有
536,100216,保險,14,持有
537,100217,存款,25,持有
538,100217,保險,36,持有
539,100218,存款,15,持有
540,100218,信用卡,11,持有
541,100219,存款,1093,持有
542,100219,信用卡,10,持有
543,100219,財富管理,2166,持有
544,100219,保險,30,持有
545,100220,存款,24,持有
546,100220,放款,1120,持有
547,100221,存款,14,持有
548,100221,信用卡,6,持有
549,100222,存款,13,持有
550,100222,保險,44,持有
551,100223,存款,230,持有
552,100223,信用卡,45,持有
553,100223,財富管理,440,持有
554,100224,存款,922,持有
555,100224,信用卡,47,持有
556,100224,保險,22,持有
557,100225,存款,24,持有
558,100225,信用卡,4,持有
559,100225,保險,8,持有
560,100226,存款,152,持有
561,100226,信用卡,31,持有
562,100226,保險,38,持有
563,100227,存款,14,持有
564,100227,信用卡,6,持有
565,100227,保險,44,持有
566,100228,存款,19,持有
567,100228,信用卡,12,持有
568,100228,放款,977,持有
569,100229,存款,122,持有
570,100229,信用卡,42,持有
571,100229,保險,28,持有
572,100230,存款,18,持有
573,100230,信用卡,14,持有
574,100230,放款,2641,持有
575,100231,存款,13,持有
576,100231,信用卡,13,持有
577,100232,存款,20,持有
578,100232,放款,1917,持有
579,100233,存款,1561,持有
580,100233,信用卡,21,持有
581,100233,放款,1531,持有
582,100233,財富管理,3102,持有
583,100233,保險,23,持有
584,100234,存款,17,持有
585,100235,存款,767,持有
586,100235,信用卡,33,持有
587,100235,財富管理,1514,持有
588,100235,保險,34,持有
589,100236,存款,291,持有
590,100236,放款,1874,持有
591,100236,財富管理,563,持有
592,100237,存款,92,持有
593,100237,財富管理,164,持有
594,100238,存款,287,持有
595,100238,信用卡,7,持有
596,100238,財富管理,555,持有
597,100239,存款,16,持有
598,100239,信用卡,10,持有
599,100240,存款,14,持有
600,100240,信用卡,5,持有
601,100241,存款,117,持有
602,100241,信用卡,110,持有
603,100241,保險,5,持有
604,100242,存款,49,持有
605,100242,信用卡,15,持有
606,100243,存款,21,持有
607,100244,存款,16,持有
608,100245,存款,12,持有
609,100245,信用卡,6,持有
610,100246,存款,3808,持有
611,100246,信用卡,14,持有
612,100246,財富管理,7596,持有
613,100247,存款,16,持有
614,100247,信用卡,27,持有
615,100248,存款,19,持有
616,100248,信用卡,10,持有
617,100249,存款,16,持有
618,100249,信用卡,13,持有
619,100250,存款,12,持有
620,100250,信用卡,15,持有
621,100251,存款,385,持有
622,100251,信用卡,3,持有
623,100251,放款,6711,持有
624,100251,財富管理,751,持有
625,100251,保險,8,持有
626,100252,存款,867,持有
627,100252,信用卡,38,持有
628,100252,財富管理,1714,持有
629,100252,保險,30,持有
630,100253,存款,17,持有
631,100253,信用卡,30,持有
632,100253,放款,1526,持有
633,100254,存款,19,持有
634,100255,存款,46,持有
635,100256,存款,48,持有
636,100257,存款,26,持有
637,100257,信用卡,11,持有
638,100258,存款,15,持有
639,100258,保險,20,持有
640,100259,存款,19,持有
641,100259,信用卡,13,持有
642,100259,放款,7889,持有
643,100260,存款,22,持有
644,100260,信用卡,34,持有
645,100260,放款,1685,持有
646,100261,存款,13,持有
647,100261,信用卡,9,持有
648,100262,存款,31,持有
649,100262,信用卡,60,持有
650,100262,保險,15,持有
651,100263,存款,16,持有
652,100263,信用卡,13,持有
653,100264,存款,13,持有
654,100264,保險,32,持有
655,100265,存款,3422,持有
656,100265,信用卡,31,持有
657,100265,放款,5944,持有
658,100265,財富管理,6825,持有
659,100265,保險,17,持有
660,100266,存款,18,持有
661,100266,信用卡,6,持有
662,100267,存款,16,持有
663,100267,保險,7,持有
664,100268,存款,18,持有
665,100268,信用卡,13,持有
666,100268,放款,2781,持有
667,100269,存款,20,持有
668,100269,信用卡,10,持有
669,100270,存款,39,持有
670,100270,信用卡,27,持有
671,100270,放款,1500,持有
672,100271,存款,20,持有
673,100271,信用卡,38,持有
674,100272,存款,13,持有
675,100272,信用卡,9,持有
676,100272,放款,398,持有
677,100273,存款,1390,持有
678,100273,信用卡,42,持有
679,100273,財富管理,2761,持有
680,100274,存款,13,持有
681,100274,信用卡,7,持有
682,100275,存款,46,持有
683,100275,保險,44,持有
684,100276,存款,16,持有
685,100277,存款,119,持有
686,100277,放款,621,持有
687,100277,財富管理,218,持有
688,100278,存款,18,持有
689,100278,信用卡,6,持有
690,100278,放款,1521,持有
691,100279,存款,2700,持有
692,100279,信用卡,29,持有
693,100279,財富管理,5381,持有
694,100279,保險,31,持有
695,100280,存款,95,持有
696,100280,信用卡,29,持有
697,100280,放款,1970,持有
698,100281,存款,14,持有
699,100281,保險,11,持有
700,100282,存款,18,持有
701,100282,信用卡,2,持有
702,100283,存款,20,持有
703,100284,存款,52,持有
704,100285,存款,19,持有
705,100285,信用卡,8,持有
706,100286,存款,13,持有
707,100287,存款,28,持有
708,100287,信用卡,15,持有
709,100287,放款,5120,持有
710,100287,保險,28,持有
711,100288,存款,15,持有
712,100288,信用卡,9,持有
713,100289,存款,14,持有
714,100289,信用卡,13,持有
715,100290,存款,28,持有
716,100291,存款,39,持有
717,100291,信用卡,30,持有
718,100292,存款,16,持有
719,100292,信用卡,5,持有
720,100293,存款,376,持有
721,100293,信用卡,38,持有
722,100293,保險,31,持有
723,100294,存款,14,持有
724,100294,信用卡,5,持有
725,100295,存款,357,持有
726,100295,信用卡,18,持有
727,100295,財富管理,694,持有
728,100296,存款,2802,持有
729,100296,信用卡,46,持有
730,100296,放款,2906,持有
731,100296,財富管理,5585,持有
732,100297,存款,656,持有
733,100297,信用卡,31,持有
734,100297,財富管理,1292,持有
735,100297,保險,11,持有
736,100298,存款,40,持有
737,100299,存款,597,持有
738,100299,財富管理,1174,持有
739,100300,存款,23,持有
740,100301,存款,35,持有
741,100301,信用卡,31,持有
742,100302,存款,18,持有
743,100302,信用卡,18,持有
744,100302,放款,1288,持有
745,100303,存款,16,持有
746,100303,保險,44,持有
747,100304,存款,22,持有
748,100304,放款,4892,持有
749,100305,存款,704,持有
750,100305,信用卡,15,持有
751,100305,財富管理,1389,持有
752,100305,保險,20,持有
753,100306,存款,16,持有
754,100307,存款,21,持有
755,100307,信用卡,15,持有
756,100307,放款,1374,持有
757,100308,存款,42,持有
758,100308,放款,3149,持有
759,100308,保險,21,持有
760,100309,存款,84,持有
761,100309,信用卡,15,持有
762,100310,存款,24,持有
763,100310,信用卡,12,持有
764,100311,存款,14,持有
765,100311,信用卡,7,持有
766,100311,保險,17,持有
767,100312,存款,12,持有
768,100312,信用卡,7,持有
769,100313,存款,14,持有
770,100313,保險,33,持有
771,100314,存款,12,持有
772,100315,存款,20,持有
773,100315,信用卡,15,持有
774,100316,存款,15,持有
775,100317,存款,14,持有
776,100317,信用卡,49,持有
777,100318,存款,939,持有
778,100318,信用卡,23,持有
779,100318,放款,1455,持有
780,100318,財富管理,1859,持有
781,100319,存款,15,持有
782,100319,信用卡,6,持有
783,100319,保險,27,持有
784,100320,存款,2558,持有
785,100320,信用卡,51,持有
786,100320,財富管理,5096,持有
787,100321,存款,1421,持有
788,100321,信用卡,126,持有
789,100321,財富管理,2823,持有
790,100321,保險,9,持有
791,100322,存款,137,持有
792,100322,財富管理,255,持有
793,100323,存款,27,持有
794,100324,存款,23,持有
795,100324,信用卡,3,持有
796,100324,保險,42,持有
797,100325,存款,99,持有
798,100325,信用卡,8,持有
799,100325,保險,25,持有
800,100326,存款,44,持有
801,100326,放款,2820,持有
802,100327,存款,16,持有
803,100327,信用卡,19,持有
804,100327,保險,36,持有
805,100328,存款,14,持有
806,100328,信用卡,12,持有
807,100328,放款,581,持有
808,100329,存款,146,持有
809,100329,財富管理,273,持有
810,100330,存款,23,持有
811,100330,放款,5592,持有
812,100331,存款,36,持有
813,100332,存款,27,持有
814,100332,信用卡,31,持有
815,100333,存款,73,持有
816,100333,信用卡,10,持有
817,100333,保險,10,持有
818,100334,存款,1610,持有
819,100334,信用卡,91,持有
820,100334,財富管理,3200,持有
821,100334,保險,27,持有
822,100335,存款,35,持有
823,100335,信用卡,17,持有
824,100336,存款,23,持有
825,100336,保險,36,持有
826,100337,存款,17,持有
827,100337,信用卡,14,持有
828,100338,存款,814,持有
829,100338,放款,1956,持有
830,100338,財富管理,1608,持有
831,100339,存款,29,持有
832,100339,信用卡,21,持有
833,100340,存款,2682,持有
834,100340,信用卡,9,持有
835,100340,放款,5591,持有
836,100340,財富管理,5345,持有
837,100341,存款,14,持有
838,100341,保險,16,持有
839,100342,存款,638,持有
840,100342,信用卡,48,持有
841,100342,放款,1944,持有
842,100342,財富管理,1257,持有
843,100343,存款,30,持有
844,100343,信用卡,54,持有
845,100344,存款,14,持有
846,100345,存款,40,持有
847,100345,信用卡,113,持有
848,100345,放款,8672,持有
849,100346,存款,27,持有
850,100346,信用卡,14,持有
851,100346,放款,2106,持有
852,100347,存款,1281,持有
853,100347,信用卡,125,持有
854,100347,財富管理,2542,持有
855,100348,存款,26,持有
856,100349,存款,33,持有
857,100350,存款,14,持有
858,100351,存款,15,持有
859,100352,存款,16,持有
860,100352,信用卡,3,持有
861,100352,放款,999,持有
862,100353,存款,165,持有
863,100353,財富管理,310,持有
864,100354,存款,18,持有
865,100355,存款,14,持有
866,100355,信用卡,25,持有
867,100356,存款,19,持有
868,100356,保險,22,持有
869,100357,存款,28,持有
870,100358,存款,404,持有
871,100358,信用卡,15,持有
872,100358,財富管理,789,持有
873,100359,存款,14,持有
874,100359,信用卡,10,持有
875,100360,存款,24,持有
876,100360,信用卡,14,持有
877,100361,存款,193,持有
878,100361,信用卡,60,持有
879,100361,放款,2411,持有
880,100362,存款,18,持有
881,100362,信用卡,19,持有
882,100363,存款,20,持有
883,100364,存款,315,持有
884,100364,財富管理,610,持有
885,100365,存款,1076,持有
886,100365,信用卡,16,持有
887,100365,放款,2588,持有
888,100365,財富管理,2132,持有
889,100366,存款,21,持有
890,100366,信用卡,10,持有
891,100367,存款,386,持有
892,100367,信用卡,13,持有
893,100367,財富管理,752,持有
894,100367,保險,23,持有
895,100368,存款,160,持有
896,100368,放款,2199,持有
897,100368,財富管理,300,持有
898,100369,存款,14,持有
899,100370,存款,12846,持有
900,100370,信用卡,50,持有
901,100370,放款,1779,持有
902,100370,財富管理,25673,持有
903,100370,保險,8,持有
904,100371,存款,31,持有
905,100371,信用卡,11,持有
906,100372,存款,32,持有
907,100373,存款,20,持有
908,100374,存款,127,持有
909,100374,財富管理,234,持有
910,100375,存款,14,持有
911,100376,存款,14,持有
912,100376,信用卡,9,持有
913,100377,存款,1601,持有
914,100377,信用卡,32,持有
915,100377,財富管理,3183,持有
916,100377,保險,34,持有
917,100378,存款,16,持有
918,100378,信用卡,6,持有
919,100378,保險,12,持有
920,100379,存款,20,持有
921,100379,信用卡,18,持有
922,100380,存款,312,持有
923,100380,信用卡,25,持有
924,100380,財富管理,605,持有
925,100381,存款,14,持有
926,100382,存款,3922,持有
927,100382,信用卡,41,持有
928,100382,放款,8382,持有
929,100382,財富管理,7824,持有
930,100383,存款,145,持有
931,100383,信用卡,27,持有
932,100383,放款,4155,持有
933,100384,存款,17,持有
934,100384,放款,1765,持有
935,100385,存款,19,持有
936,100385,信用卡,19,持有
937,100386,存款,4258,持有
938,100386,信用卡,17,持有
939,100386,財富管理,8497,持有
940,100386,保險,38,持有
941,100387,存款,34,持有
942,100387,放款,2344,持有
943,100388,存款,1492,持有
944,100388,信用卡,91,持有
945,100388,財富管理,2964,持有
946,100389,存款,15,持有
947,100389,信用卡,2,持有
948,100389,保險,32,持有
949,100390,存款,51,持有
950,100390,信用卡,10,持有
951,100390,放款,24901,持有
952,100391,存款,955,持有
953,100391,信用卡,37,持有
954,100391,財富管理,1890,持有
955,100391,保險,17,持有
956,100392,存款,108,持有
957,100392,信用卡,26,持有
958,100392,財富管理,197,持有
959,100393,存款,14,持有
960,100393,信用卡,15,持有
961,100394,存款,27,持有
962,100395,存款,20,持有
963,100395,信用卡,35,持有
964,100396,存款,14,持有
965,100396,信用卡,9,持有
966,100397,存款,21,持有
967,100397,信用卡,12,持有
968,100398,存款,18,持有
969,100399,存款,16,持有
970,100399,信用卡,15,持有
971,100399,放款,1100,持有
972,100399,保險,37,持有
973,100400,存款,16,持有
974,100401,存款,22,持有
975,100401,保險,43,持有
976,100402,存款,1719,持有
977,100402,信用卡,129,持有
978,100402,財富管理,3419,持有
979,100402,保險,36,持有
980,100403,存款,25,持有
981,100404,存款,17,持有
982,100404,信用卡,5,持有
983,100405,存款,2710,持有
984,100405,信用卡,35,持有
985,100405,財富管理,5400,持有
986,100405,保險,43,持有
987,100406,存款,189,持有
988,100406,信用卡,44,持有
989,100406,放款,7998,持有
990,100407,存款,16,持有
991,100407,放款,1158,持有
992,100408,存款,234,持有
993,100408,信用卡,38,持有
994,100408,財富管理,448,持有
995,100408,保險,24,持有
996,100409,存款,17,持有
997,100409,信用卡,7,持有
998,100410,存款,2386,持有
999,100410,信用卡,38,持有
1000,100410,放款,3630,持有
